uid,slice,Model_Global_RMSD,Base_Global_RMSD,Model_HighDose_RMSD,Base_HighDose_RMSD,Model_HighDose_MAX_Error,Model_HighDose_95th_Error
N/A,-1,0.0017256048740819097,0.004471893887966871,0.009835600852966309,0.046517547219991684,0.06080695986747742,0.01994015835225582
N/A,-1,0.001630999962799251,0.005315060261636972,0.0033238553442060947,0.04855084791779518,0.0,0.0
N/A,-1,0.0013168755685910583,0.005447957199066877,0.0039190854877233505,0.05042274296283722,0.0,0.0
N/A,-1,0.001488149049691856,0.0048238798044621944,0.002694453112781048,0.04670253396034241,0.0,0.0
N/A,-1,0.0017207650234922767,0.005069820210337639,0.009022906422615051,0.05142875388264656,0.04626202583312988,0.02082115039229393
N/A,-1,0.0018790178000926971,0.005218436475843191,0.008848032914102077,0.048818401992321014,0.0,0.0
N/A,-1,0.0019090468995273113,0.005741331726312637,0.009598374366760254,0.04883240908384323,0.0,0.0
N/A,-1,0.001534325536340475,0.005493089556694031,0.004676235374063253,0.0393018014729023,0.0,0.0
N/A,-1,0.0032862448133528233,0.0048926458694040775,0.02171400748193264,0.04235711321234703,0.1703929305076599,0.04252275452017784
N/A,-1,0.0012371186167001724,0.0016170252347365022,0.003926996141672134,0.013132532127201557,0.0,0.0
N/A,-1,0.002433648332953453,0.004802874755114317,0.017383262515068054,0.049555711448192596,0.0,0.0
N/A,-1,0.0012670473661273718,0.0013807541690766811,0.0037881999742239714,0.011494283564388752,0.0,0.0
N/A,-1,0.0027524472679942846,0.006159576587378979,0.007725355215370655,0.04177349433302879,0.02778056263923645,0.01670648902654648
N/A,-1,0.001444520428776741,0.0051260218024253845,0.00602486077696085,0.04419616609811783,0.0,0.0
N/A,-1,0.0018589352257549763,0.0054186563938856125,0.005734691862016916,0.04413397237658501,0.0,0.0
N/A,-1,0.0012817580718547106,0.0048758196644485,0.003616421716287732,0.0438024140894413,0.0,0.0
N/A,-1,0.001753209508024156,0.0048349578864872456,0.0129934623837471,0.05014641582965851,0.10765290260314941,0.027833398431539536
N/A,-1,0.002131887711584568,0.0051976460963487625,0.012535201385617256,0.04565973952412605,0.0,0.0
N/A,-1,0.0016863166820257902,0.002140446798875928,0.006188858300447464,0.014229953289031982,0.0,0.0
N/A,-1,0.002052195370197296,0.005411992315202951,0.010162699036300182,0.040643513202667236,0.0,0.0
N/A,-1,0.0016855380963534117,0.00471580820158124,0.012310722842812538,0.048683635890483856,0.1044648289680481,0.026554428040981293
N/A,-1,0.0012846606550738215,0.002942594001069665,0.004391157068312168,0.022935017943382263,0.0,0.0
N/A,-1,0.0017726437654346228,0.005675601772964001,0.008109427988529205,0.04142600670456886,0.0,0.0
N/A,-1,0.0013248788891360164,0.003804071107879281,0.005743659567087889,0.029684288427233696,0.0,0.0
N/A,-1,0.0013350691879168153,0.004835227504372597,0.0036501726135611534,0.04678858444094658,0.018315941095352173,0.007902458310127258
N/A,-1,0.0012570333201438189,0.005585990380495787,0.004914335440844297,0.043685320764780045,0.0,0.0
N/A,-1,0.0013191422913223505,0.004907130729407072,0.004229628015309572,0.05019695311784744,0.0,0.0
N/A,-1,0.001520631485618651,0.005239340476691723,0.0035052504390478134,0.04417746514081955,0.0,0.0
