uid,slice,Model_Global_RMSD,Base_Global_RMSD,Model_HighDose_RMSD,Base_HighDose_RMSD,Model_HighDose_MAX_Error,Model_HighDose_95th_Error
N/A,-1,0.0012981825275346637,0.0012139689642935991,0.006646221503615379,0.010540020652115345,0.02971404790878296,0.01652856171131134
N/A,-1,0.0015902217710390687,0.004818452522158623,0.009673375636339188,0.048404593020677567,0.0,0.0
N/A,-1,0.0014159128768369555,0.005391797982156277,0.006308342795819044,0.045173563063144684,0.0,0.0
N/A,-1,0.001025120378471911,0.005452713929116726,0.004119948484003544,0.0381736122071743,0.0,0.0
N/A,-1,0.0010435901349410415,0.00526464032009244,0.0019639243837445974,0.0500887893140316,0.009822845458984375,0.00416837353259325
N/A,-1,0.0016686086310073733,0.0019589336588978767,0.011572316288948059,0.016242237761616707,0.0,0.0
N/A,-1,0.000987191335298121,0.004738387186080217,0.0025490911211818457,0.0488845556974411,0.0,0.0
N/A,-1,0.0007493129814974964,0.004811114631593227,0.0016492694849148393,0.04920366778969765,0.0,0.0
N/A,-1,0.0018402368295937777,0.005014358088374138,0.005360119044780731,0.045857176184654236,0.018217355012893677,0.01152470801025629
N/A,-1,0.001339784124866128,0.004921793006360531,0.00365069299004972,0.05010225251317024,0.0,0.0
N/A,-1,0.0014817960327491164,0.0011977991089224815,0.009638559073209763,0.01089486014097929,0.0,0.0
N/A,-1,0.0009570062393322587,0.004816086031496525,0.0024161923211067915,0.05126093327999115,0.0,0.0
N/A,-1,0.0015034382231533527,0.005852857604622841,0.0025307307951152325,0.04907714203000069,0.011651933193206787,0.0059895762242376804
N/A,-1,0.002466679783537984,0.005427452735602856,0.011904217302799225,0.04197923466563225,0.0,0.0
N/A,-1,0.001944420044310391,0.002016053767874837,0.010084866546094418,0.01348424144089222,0.0,0.0
N/A,-1,0.0009363488643430173,0.004795705433934927,0.002671552821993828,0.04865853860974312,0.0,0.0
N/A,-1,0.001738291815854609,0.005554851610213518,0.007193457335233688,0.03955477848649025,0.04386621713638306,0.01398369949311018
N/A,-1,0.0017559126717969775,0.004905272275209427,0.003205512650310993,0.0481531135737896,0.0,0.0
N/A,-1,0.0013753932435065508,0.0048233261331915855,0.003015367314219475,0.0485638827085495,0.0,0.0
N/A,-1,0.0009155845618806779,0.005661369767040014,0.0015261400258168578,0.04856822267174721,0.0,0.0
N/A,-1,0.002268597250804305,0.006049762014299631,0.005641245748847723,0.0418955460190773,0.01734110713005066,0.013415331020951271
N/A,-1,0.001729903626255691,0.0017070310423150659,0.008098690770566463,0.01121288351714611,0.0,0.0
N/A,-1,0.0015692667802795768,0.0019175108755007386,0.009543318301439285,0.018304308876395226,0.0,0.0
N/A,-1,0.0010703573934733868,0.0054845139384269714,0.001476926147006452,0.04706485942006111,0.0,0.0
N/A,-1,0.0018419536063447595,0.005086461082100868,0.006226748693734407,0.0480429045855999,0.03287148475646973,0.014834249392151833
N/A,-1,0.002593924989923835,0.004959410522133112,0.00806945189833641,0.04612184315919876,0.0,0.0
N/A,-1,0.00204895855858922,0.005105678457766771,0.008118733763694763,0.04839447885751724,0.0,0.0
N/A,-1,0.0012418708065524697,0.005670295096933842,0.0025118684861809015,0.03657366707921028,0.0,0.0
N/A,-1,0.002146275946870446,0.005428265314549208,0.003156619844958186,0.04961755871772766,0.011676549911499023,0.00721402931958437
N/A,-1,0.0019829305820167065,0.005014400463551283,0.0035210836213082075,0.04858607053756714,0.0,0.0
N/A,-1,0.002001970075070858,0.005648285616189241,0.004746433813124895,0.048006318509578705,0.0,0.0
N/A,-1,0.0010173085611313581,0.0047397189773619175,0.002004380105063319,0.04522424191236496,0.0,0.0
N/A,-1,0.0015692916931584477,0.005141755566000938,0.006754717789590359,0.040949806571006775,0.03530123829841614,0.012228761799633503
N/A,-1,0.0009662482771091163,0.005247729830443859,0.002665042644366622,0.04910198226571083,0.0,0.0
N/A,-1,0.001147416071034968,0.005021819844841957,0.0022217012010514736,0.04920545592904091,0.0,0.0
N/A,-1,0.0008335354505106807,0.0051530711352825165,0.0013887755339965224,0.04847687855362892,0.0,0.0
N/A,-1,0.003343187039718032,0.006227710749953985,0.008246319368481636,0.04402895271778107,0.025594085454940796,0.01791241765022278
N/A,-1,0.0010993893956765532,0.005071941297501326,0.0054101888090372086,0.04620279371738434,0.0,0.0
N/A,-1,0.0009070304222404957,0.004908235743641853,0.0019831268582493067,0.04804256185889244,0.0,0.0
N/A,-1,0.0007518515340052545,0.005495935678482056,0.001467677066102624,0.049028344452381134,0.0,0.0
N/A,-1,0.0021519900765269995,0.005379620473831892,0.009382069110870361,0.039139967411756516,0.04484081268310547,0.022295333445072174
N/A,-1,0.0014255262212827802,0.004690393339842558,0.004048430826514959,0.049566078931093216,0.0,0.0
N/A,-1,0.0014864389086142182,0.0055297971703112125,0.006049984600394964,0.042606424540281296,0.0,0.0
N/A,-1,0.0010614024940878153,0.005014200694859028,0.0028014860581606627,0.04444998875260353,0.0,0.0
N/A,-1,0.0018590978579595685,0.004679095931351185,0.00868892204016447,0.04868107661604881,0.04803261160850525,0.02077440917491913
N/A,-1,0.0020230314694344997,0.005046567413955927,0.005376528482884169,0.043549057096242905,0.0,0.0
N/A,-1,0.0017363401129841805,0.005108520854264498,0.00694308103993535,0.047471605241298676,0.0,0.0
N/A,-1,0.001441041473299265,0.006058174185454845,0.0034370908979326487,0.039283089339733124,0.0,0.0
N/A,-1,0.0014831462176516652,0.0050313109531998634,0.005267028696835041,0.04722196236252785,0.029051512479782104,0.010981284081935883
N/A,-1,0.001648406032472849,0.004863141104578972,0.004574517719447613,0.04569792002439499,0.0,0.0
N/A,-1,0.002055632881820202,0.00527575146406889,0.007588474545627832,0.042271874845027924,0.0,0.0
N/A,-1,0.0007891901186667383,0.005201793275773525,0.0015362206613644958,0.048474036157131195,0.0,0.0
N/A,-1,0.0021030488424003124,0.005666864104568958,0.010317603126168251,0.042518340051174164,0.05608499050140381,0.018544640392065048
N/A,-1,0.0016629345482215285,0.0059082661755383015,0.006839441135525703,0.04785727337002754,0.0,0.0
N/A,-1,0.0016787571366876364,0.0016838666051626205,0.01048317365348339,0.012173091992735863,0.0,0.0
N/A,-1,0.0008958383114077151,0.005756371188908815,0.0030576875433325768,0.053418878465890884,0.0,0.0
N/A,-1,0.0015782262198626995,0.005369923543184996,0.007048467639833689,0.036493800580501556,0.05264759063720703,0.0158077459782362
N/A,-1,0.0019310654606670141,0.0052964771166443825,0.006583576090633869,0.05206891521811485,0.0,0.0
N/A,-1,0.0012590395053848624,0.004962852690368891,0.004498264752328396,0.04909154027700424,0.0,0.0
N/A,-1,0.0010070530697703362,0.005221277475357056,0.001567538478411734,0.04869484901428223,0.0,0.0
N/A,-1,0.0027349996380507946,0.005564006045460701,0.015080743469297886,0.04856373742222786,0.08327192068099976,0.031085142865777016
N/A,-1,0.001872036256827414,0.001512262038886547,0.007566608022898436,0.010738356970250607,0.0,0.0
N/A,-1,0.0026080121751874685,0.004670478869229555,0.016918711364269257,0.04610929638147354,0.0,0.0
N/A,-1,0.0014959123218432069,0.006432102993130684,0.004574804566800594,0.049996450543403625,0.0,0.0
N/A,-1,0.0021575153805315495,0.006587104871869087,0.010039023123681545,0.0493914969265461,0.04417449235916138,0.02077978476881981
N/A,-1,0.0019122178200632334,0.0047486755065619946,0.007259231060743332,0.04848908260464668,0.0,0.0
N/A,-1,0.0019337222911417484,0.005371164530515671,0.00559262465685606,0.03914894536137581,0.0,0.0
N/A,-1,0.0010475884191691875,0.005192055832594633,0.0026210974901914597,0.03590227663516998,0.0,0.0
N/A,-1,0.0019946065731346607,0.0023550610058009624,0.009957529604434967,0.01744106039404869,0.06386274099349976,0.01993919536471367
N/A,-1,0.0016579391667619348,0.0047955890186131,0.0022722696885466576,0.04891469329595566,0.0,0.0
N/A,-1,0.0015668162377551198,0.004782309290021658,0.002891230396926403,0.050437942147254944,0.0,0.0
N/A,-1,0.0010523104574531317,0.005116512533277273,0.001679629785940051,0.04881124570965767,0.0,0.0
N/A,-1,0.0017524556024000049,0.004471893887966871,0.008731767535209656,0.046517547219991684,0.055201172828674316,0.016769321635365486
N/A,-1,0.0017276819562539458,0.005315060261636972,0.0026679239235818386,0.04855084791779518,0.0,0.0
N/A,-1,0.0015271520242094994,0.005447957199066877,0.0032626513857394457,0.05042274296283722,0.0,0.0
N/A,-1,0.0008692301344126463,0.0048238798044621944,0.0016048044199123979,0.04670253396034241,0.0,0.0
N/A,-1,0.0018500298028811812,0.005069820210337639,0.008779847994446754,0.05142875388264656,0.04047834873199463,0.021432850509881973
N/A,-1,0.002046421403065324,0.005218436475843191,0.008883839473128319,0.048818401992321014,0.0,0.0
N/A,-1,0.0020612713415175676,0.005741331726312637,0.009639793075621128,0.04883240908384323,0.0,0.0
N/A,-1,0.0010107207344844937,0.005493089556694031,0.0027208656538277864,0.0393018014729023,0.0,0.0
N/A,-1,0.002760825678706169,0.0048926458694040775,0.016573110595345497,0.04235711321234703,0.07308870553970337,0.03792642429471016
N/A,-1,0.0012942245230078697,0.0016170252347365022,0.0031738802790641785,0.013132532127201557,0.0,0.0
N/A,-1,0.001719809602946043,0.004802874755114317,0.008862372487783432,0.049555711448192596,0.0,0.0
N/A,-1,0.0009318692027591169,0.0013807541690766811,0.002258670749142766,0.011494283564388752,0.0,0.0
N/A,-1,0.0026422524824738503,0.006159576587378979,0.007287082727998495,0.04177349433302879,0.0280454158782959,0.015241727232933044
N/A,-1,0.0013844064669683576,0.0051260218024253845,0.0069312844425439835,0.04419616609811783,0.0,0.0
